genome	module	desc	find	need	completeness
AO.97	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.43	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.62	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.52	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.131	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.62	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.76	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.83	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.98	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.85	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.52	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.79	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.159	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.7	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.3	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.80	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.126	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.93	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.76	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.30	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.113	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.81	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.85	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.114	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.16	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.50	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.98	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.84	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.135	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.122	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.44	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.59	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.88	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
AO.32	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.11	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.43	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.97	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.137	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.32	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.17	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.7	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.94	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.58	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.4	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.87	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.10	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.9	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.14	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.149	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.22	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.133	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.25	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.99	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.117	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.71	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.38	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.26	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.128	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.27	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.88	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.96	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.99	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.86	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.143	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.92	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.56	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.120	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.105	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.14	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.66	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.27	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.94	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.103	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.54	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.146	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.64	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.139	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.70	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.124	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.118	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
AO.46	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.28	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.21	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.45	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.72	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.108	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.102	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.60	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.89	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.92	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.36	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.34	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.64	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.73	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.148	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.30	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.156	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.2	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.31	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.144	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.80	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.51	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.91	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.71	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.20	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.151	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.51	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.130	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.79	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.78	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.1	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.89	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.112	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.69	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.75	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.23	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.107	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.140	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.136	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.63	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.9	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.61	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.35	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.77	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.26	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.134	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.153	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.106	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.39	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.57	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.82	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.111	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.101	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.24	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.4	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.87	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.6	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.53	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.5	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.109	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.48	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.121	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.68	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.47	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.69	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.21	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.125	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.73	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.24	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.150	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.49	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.6	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.123	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.132	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.48	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.100	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.65	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.29	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.55	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.84	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.37	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.19	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.81	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.86	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.11	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.93	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.31	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.58	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
AO.15	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.8	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.28	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.10	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.18	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
AO.90	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.50	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.95	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.16	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.49	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.42	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.13	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.40	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.46	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.67	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.57	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.54	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.115	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.142	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.13	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.158	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.65	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.110	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.63	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.41	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.38	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.77	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.74	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.12	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.90	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.60	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.20	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.147	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.56	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.40	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.74	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.127	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.78	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.61	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.35	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.12	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.55	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
AO.33	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.104	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.5	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.67	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.82	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.42	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.53	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.25	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.157	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.66	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.17	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.36	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.37	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.18	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.91	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
AO.23	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.96	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
A2O.33	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.141	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.119	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	2	4	50
AO.3	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.68	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.29	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.22	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.15	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.59	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.2	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.41	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.19	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.145	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.34	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
A2O.155	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
AO.8	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	3	4	75
A2O.152	M00050	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4	4	100
AO.75	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.83	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.129	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.116	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.95	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	3	3	100
A2O.39	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.97	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.43	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.62	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.52	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.131	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.62	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.76	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.83	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.98	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.85	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.52	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.79	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.159	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.7	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.3	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.80	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.126	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.30	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.113	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.81	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.85	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.114	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.16	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.50	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.84	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.44	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.59	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.88	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.32	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.11	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.43	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.97	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.32	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.17	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.58	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.87	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.10	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.9	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.14	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.22	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
A2O.133	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.25	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
AO.99	M00051	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	2	3	66.67
