node	description	type	module	module_descr	pathway	pathway_descr	node_type
R02095	dTTP nucleotidohydrolase	NA	NA	NA	map00240	Pyrimidine metabolism	reaction
R02094	ATP:dTMP phosphotransferase	NA	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	map01100	Metabolic pathways	reaction
R02097	dTTP:uridine 5'-phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R02096	dTTP:cytidine 5'-phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R02091	dGTP:cytidine 5'-phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R02090	ATP:dGMP phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R02093	ATP:dTDP phosphotransferase	NA	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	map01100	Metabolic pathways	reaction
R02092	dTDP phosphohydrolase	NA	NA	NA	map00240	Pyrimidine metabolism	reaction
R08910	gamma-L-glutamyl-butirosin-B gamma-glutamyl cyclotransferase (5-oxoproline-forming)	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C17586	Butirosin B	NA	NA	NA	NA	NA	compound
R10599	(2E,6E)-farnesyl diphosphate lyase (cyclizing, (+)-thujopsene-forming)	NA	NA	NA	map00909	Sesquiterpenoid and triterpenoid biosynthesis	reaction
C20724	(+)-Thujopsene	NA	NA	NA	NA	NA	compound
C17585	Butirosin A	Antibiotics	NA	NA	NA	NA	compound
R08911	Butirosin B <=> Butirosin A	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
R04138	3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)	NA	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA	map01100	Metabolic pathways	reaction
R04130	2,6-dihydroxypyridine,NADH:oxygen oxidoreductase (3-hydroxylating)	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C03458	2,3,6-Trihydroxypyridine	NA	NA	NA	NA	NA	compound
R04132	2-Oxohept-3-enedioate + H2O <=> 2,4-Dihydroxyhept-2-enedioate	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C03063	2-Oxohept-3-enedioate	NA	NA	NA	NA	NA	compound
C06201	2,4-Dihydroxyhept-2-enedioate	NA	NA	NA	NA	NA	compound
R04134	2-Oxohept-3-enedioate <=> 2-Hydroxyhepta-2,4-dienedioate	NA	M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	map01120	Microbial metabolism in diverse environments	reaction
C05600	2-Hydroxyhepta-2,4-dienedioate	NA	NA	NA	NA	NA	compound
R04137	3-hydroxyisovaleryl-CoA hydro-lyase	NA	NA	NA	map00280	Valine, leucine and isoleucine degradation	reaction
C05998	3-Hydroxyisovaleryl-CoA	NA	NA	NA	NA	NA	compound
R09744	4,4'-diapophytoene:FAD oxidoreductase	NA	NA	NA	NA	NA	reaction
C19841	4,4'-Diapo-zeta-carotene	NA	NA	NA	NA	NA	compound
R09745	4,4'-diapophytoene:FAD oxidoreductase	NA	NA	NA	NA	NA	reaction
R10289	isochavicol:NADP+ oxidoreductase	NA	NA	NA	map00940	Phenylpropanoid biosynthesis	reaction
C20464	Isochavicol	NA	NA	NA	NA	NA	compound
R09740	fatty acid:hydroperoxide oxidoreductase (2-hydroxylating)	NA	NA	NA	NA	NA	reaction
R09743	(3S)-2,3-epoxy-2,3-dihydrosqualene hydro-lyase (lupan-3beta,20-diol forming)	NA	NA	NA	map00909	Sesquiterpenoid and triterpenoid biosynthesis	reaction
C19863	Lupan-3beta,20-diol	NA	NA	NA	NA	NA	compound
R10282	beta-carotene 9-cis-all-trans isomerase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C20484	9-cis-beta-Carotene	NA	NA	NA	NA	NA	compound
R00130	ATP:dephospho-CoA 3'-phosphotransferase	NA	M00120	Coenzyme A biosynthesis, pantothenate => CoA	map01100	Metabolic pathways	reaction
R09748	FADH2:NAD+ oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
R05969	UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine phosphotransferase	NA	M00055	N-glycan precursor biosynthesis	map01100	Metabolic pathways	reaction
R03875	Protein lysine + S-Adenosyl-L-methionine <=> Protein N6-methyl-L-lysine + S-Adenosyl-L-homocysteine	NA	NA	NA	map00310	Lysine degradation	reaction
R03877	Magnesium-protoporphyrin IX chelatase	NA	NA	NA	map01100	Metabolic pathways	reaction
R03871	(S)-Methylmalonate semialdehyde:oxygen oxidoreductase	NA	NA	NA	map00280	Valine, leucine and isoleucine degradation	reaction
R01394	hydroxypyruvate aldose-ketose-isomerase	NA	NA	NA	map01100	Metabolic pathways	reaction
R08915	7(1)-hydroxychlorophyllide-a:NADP+ oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
R03973	Hydroiodic acid + 3,5-Diiodo-L-tyrosine <=> 3-Iodo-L-tyrosine + Iodine	NA	M00043	Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine	map01100	Metabolic pathways	reaction
C01382	Iodine	NA	NA	NA	NA	NA	compound
C02515	3-Iodo-L-tyrosine	Peptides	NA	NA	NA	NA	compound
C05590	Hydroiodic acid	NA	NA	NA	NA	NA	compound
R10869	3'-phospho-5'-adenylyl sulfate:[chondroitin]-4-O-sulfo-N-acetyl-D-galactosamine 6-O-sulfotransferase	NA	NA	NA	NA	NA	reaction
C20907	Chondroitin 4,6-sulfate	NA	NA	NA	NA	NA	compound
R10868	3'-phospho-5'-adenylyl sulfate:[dermatan]-4-O-sulfo-N-acetyl-D-galactosamine 6-O-sulfotransferase	NA	NA	NA	NA	NA	reaction
C20909	Dermatan 4,6-sulfate	NA	NA	NA	NA	NA	compound
R10867	beta-D-4-deoxy-Delta4-GlcAp-(1->3)-D-GalNAc6S hydrolase	NA	NA	NA	NA	NA	reaction
C04053	5-Dehydro-4-deoxy-D-glucuronate	NA	NA	NA	NA	NA	compound
C04255	N-Acetyl-D-galactosamine 6-sulfate	NA	NA	NA	NA	NA	compound
C04865	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 6-sulfate	NA	NA	NA	NA	NA	compound
R10866	pyruvate:flavodoxin 2-oxidoreductase (CoA-acetylating)	NA	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01100	Metabolic pathways	reaction
R10865	UDP-galactose:1,2-diacyl-3-O-(alpha-D-glucopyranosyl)-sn-glycerol (1->2) galactosyltransferase	NA	NA	NA	NA	NA	reaction
C20906	Galactosylglucosyldiacylglycerol	NA	NA	NA	NA	NA	compound
R10860	D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase	NA	M00633	Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P	map01100	Metabolic pathways	reaction
R05387	gamma-pentachlorocyclohexene chloride-lyase	NA	NA	NA	map01100	Metabolic pathways	reaction
C06596	gamma-Pentachlorocyclohexene	NA	NA	NA	NA	NA	compound
C06597	1,3,4,6-Tetrachloro-1,4-cyclohexadiene	NA	NA	NA	NA	NA	compound
R07568	canthaxanthin,reduced ferredoxin [iron-sulfur] cluster:oxygen 3-oxidoreductase	NA	NA	NA	map00906	Carotenoid biosynthesis	reaction
R07569	3'-hydroxyechinenone,reduced ferredoxin [iron-sulfur] cluster:oxygen 3-oxidoreductase	NA	NA	NA	map00906	Carotenoid biosynthesis	reaction
C15965	3'-Hydroxyechinenone	NA	NA	NA	NA	NA	compound
R02657	2,5-Dihydroxybenzoate + Hydrogen peroxide <=> Gentisate aldehyde + Oxygen + H2O	NA	NA	NA	map01100	Metabolic pathways	reaction
C05585	Gentisate aldehyde	NA	NA	NA	NA	NA	compound
R02656	Gentisate:oxygen 1,2-oxidoreductase (decyclizing)	NA	NA	NA	map01100	Metabolic pathways	reaction
R02658	ATP:2-dehydro-D-gluconate 6-phosphate	NA	NA	NA	map01100	Metabolic pathways	reaction
R05392	trans-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide + Hydrochloric acid <=> 2,5-Dichloro-cis,cis-muconate	NA	NA	NA	map01100	Metabolic pathways	reaction
C04729	trans-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide	NA	NA	NA	NA	NA	compound
R00248	L-glutamate:NADP+ oxidoreductase (deaminating)	NA	M00740	Methylaspartate cycle	map01100	Metabolic pathways	reaction
R00245	L-glutamate gamma-semialdehyde:NAD+ oxidoreductase	NA	NA	NA	map00330	Arginine and proline metabolism	reaction
R00243	L-glutamate:NAD+ oxidoreductase (deaminating)	NA	NA	NA	map01100	Metabolic pathways	reaction
R08743	chenodeoxycholate:CoA ligase (AMP-forming)	NA	NA	NA	map01100	Metabolic pathways	reaction
C02528	Chenodeoxycholate	Steroids	NA	NA	NA	NA	compound
R07022	1-nitronaphthalene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)	NA	NA	NA	map00980	Metabolism of xenobiotics by cytochrome P450	reaction
R07027	1-nitronaphthalene-5,6-oxide hydrolase	NA	NA	NA	map00980	Metabolism of xenobiotics by cytochrome P450	reaction
C14801	1-Nitro-5,6-dihydroxy-dihydronaphthalene	NA	NA	NA	NA	NA	compound
R07026	1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene glutathione-lyase (epoxide-forming)	NA	NA	NA	map00980	Metabolism of xenobiotics by cytochrome P450	reaction
C14806	1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene	NA	NA	NA	NA	NA	compound
R08745	3alpha,7alpha-dihydroxy-5beta-cholanoyl-CoA:taurine N-choloyltransferase	NA	NA	NA	map00120	Primary bile acid biosynthesis	reaction
C05465	Taurochenodeoxycholate	NA	NA	NA	NA	NA	compound
R08032	garbanzol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3'-hydroxylating)	NA	NA	NA	map00941	Flavonoid biosynthesis	reaction
C01378	Fustin	NA	NA	NA	NA	NA	compound
C09751	Garbanzol	NA	NA	NA	NA	NA	compound
R00798	nitrite:acceptor oxidoreductase	NA	M00529	Denitrification, nitrate => nitrogen	map01120	Microbial metabolism in diverse environments	reaction
R00790	Ammonia:ferredoxin oxidoreductase	NA	M00531	Assimilatory nitrate reduction, nitrate => ammonia	map01120	Microbial metabolism in diverse environments	reaction
R00791	nitrite:ferredoxin oxidoreductase	NA	M00531	Assimilatory nitrate reduction, nitrate => ammonia	map01120	Microbial metabolism in diverse environments	reaction
R00794	nitrite:NAD+ oxidoreductase	NA	M00531	Assimilatory nitrate reduction, nitrate => ammonia	map01120	Microbial metabolism in diverse environments	reaction
R00796	nitrite:NADP+ oxidoreductase	NA	M00531	Assimilatory nitrate reduction, nitrate => ammonia	map01120	Microbial metabolism in diverse environments	reaction
R04405	5-Methyltetrahydropteroyltri-L-glutamate:L-homocysteine S-methyltransferase	NA	M00017	Methionine biosynthesis, apartate => homoserine => methionine	map01100	Metabolic pathways	reaction
R05652	taurine:pyruvate aminotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R08813	UDP-glucose:curcumin glucosyltransferase	NA	NA	NA	map00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis	reaction
R05877	vinorine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (21alpha-hydroxylating)	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
R00139	ATP:2'-deoxy-5-hydroxymethylcytidine-5'-diphosphate phosphotransferase	NA	NA	NA	map00240	Pyrimidine metabolism	reaction
C11039	2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate	NA	NA	NA	NA	NA	compound
R05650	Phenanthrene-3,4-diol + Oxygen <=> 2-Hydroxy-2H-benzo[h]chromene-2-carboxylate	NA	NA	NA	map01100	Metabolic pathways	reaction
C03164	Phenanthrene-3,4-diol	NA	NA	NA	NA	NA	compound
C11425	2-Hydroxy-2H-benzo[h]chromene-2-carboxylate	NA	NA	NA	NA	NA	compound
R05651	acetyl-phosphate:sulfite S-acetyltransferase (acyl-phosphate hydrolysing, 2-oxoethyl-forming)	NA	NA	NA	map00430	Taurine and hypotaurine metabolism	reaction
R05870	Minovincinine + Acetyl-CoA <=> Echitovenine + CoA	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C11783	Minovincinine	NA	NA	NA	NA	NA	compound
C11784	Echitovenine	NA	NA	NA	NA	NA	compound
R07163	all-trans-13,14-dihydroretinol:acceptor 13,14-oxidoreductas	NA	NA	NA	map00830	Retinol metabolism	reaction
C15492	all-trans-13,14-Dihydroretinol	NA	NA	NA	NA	NA	compound
R04703	Dihydrosanguinarine:oxygen oxidoreductase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C05191	Dihydrosanguinarine	NA	NA	NA	NA	NA	compound
C06162	Sanguinarine	NA	NA	NA	NA	NA	compound
R08310	4-hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one:NAD+ oxidoreductase	NA	NA	NA	map00982	Drug metabolism - cytochrome P450	reaction
C16595	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one	NA	NA	NA	NA	NA	compound
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	NA	NA	NA	NA	NA	compound
R01357	Acetoacetate:CoA ligase (AMP-forming)	NA	NA	NA	map00650	Butanoate metabolism	reaction
R01355	2,3-dimethylmalate pyruvate-lyase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
R01354	ATP:propanoate adenylyltransferase	NA	NA	NA	map00640	Propanoate metabolism	reaction
R01353	ATP:propanoate phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R01351	1-acylglycerol acylhydrolase	NA	M00098	Acylglycerol degradation	map01100	Metabolic pathways	reaction
R01350	Glycerol acylhydrolase	NA	NA	NA	map00561	Glycerolipid metabolism	reaction
R01359	acetoacetyl-CoA:acetate CoA-transferase	NA	NA	NA	map00640	Propanoate metabolism	reaction
R01688	ATP:butanoate 1-phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R01682	3-Sulfo-L-alanine carboxy-lyase (taurine-forming)	NA	NA	NA	map01100	Metabolic pathways	reaction
R01685	taurine:ferricytochrome-c oxidoreductase (deaminating)	NA	NA	NA	map00430	Taurine and hypotaurine metabolism	reaction
R08648	pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating)	NA	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	map01100	Metabolic pathways	reaction
R01687	(5-L-glutamyl)-peptide:taurine 5-glutamyltransferase	NA	NA	NA	map00430	Taurine and hypotaurine metabolism	reaction
C05844	5-L-Glutamyl-taurine	NA	NA	NA	NA	NA	compound
R07979	7-methylxanthine:oxygen oxidoreductase	NA	NA	NA	map00232	Caffeine metabolism	reaction
C16355	7-Methyluric acid	NA	NA	NA	NA	NA	compound
R07978	3,7-dimethylxanthine:oxygen oxidoreductase	NA	NA	NA	map00232	Caffeine metabolism	reaction
C16360	3,7-Dimethyluric acid	NA	NA	NA	NA	NA	compound
R07970	1-methylxanthine:oxygen oxidoreductase (N1-demethylating)	NA	NA	NA	map01100	Metabolic pathways	reaction
R07973	theophylline:oxygen oxidoreductase (N1-demethylating)	NA	NA	NA	map01100	Metabolic pathways	reaction
C07130	Theophylline	NA	NA	NA	NA	NA	compound
R07975	theophylline:oxygen oxidoreductase (N3-demethylating)	NA	NA	NA	map01100	Metabolic pathways	reaction
R07974	theophylline:oxygen oxidoreductase (N1-demethylating)	NA	NA	NA	map01100	Metabolic pathways	reaction
R07977	1,7-dimethylxanthine:oxygen oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
R07976	theophylline:oxygen oxidoreductase (N3-demethylating)	NA	NA	NA	map01100	Metabolic pathways	reaction
R06087	Sucrose + H2O <=> D-Fructose + D-Glucose	NA	NA	NA	NA	NA	reaction
R03261	(-)-trans-isopiperitenol:NAD+ oxidoreductase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C01123	(-)-trans-Isopiperitenol	NA	NA	NA	NA	NA	compound
C02485	(-)-Isopiperitenone	NA	NA	NA	NA	NA	compound
R03260	O-Succinyl-L-homoserine succinate-lyase (adding cysteine)	NA	M00017	Methionine biosynthesis, apartate => homoserine => methionine	map01100	Metabolic pathways	reaction
R06088	Sucrose + H2O <=> beta-D-Fructose + alpha-D-Glucose	NA	NA	NA	NA	NA	reaction
R03262	Corticosterone,reduced-adrenal-ferredoxin:oxygen oxidoreductase (18-hydroxylating)	NA	M00108	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone	map01100	Metabolic pathways	reaction
R03264	2-trans,6-trans-farnesol:NADP+ 1-oxidoreductase	NA	NA	NA	map00909	Sesquiterpenoid and triterpenoid biosynthesis	reaction
R01530	D-arabinose-5-phosphate aldose-ketose-isomerase	NA	M00063	CMP-KDO biosynthesis	map01100	Metabolic pathways	reaction
R01538	D-gluconate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming)	NA	M00633	Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P	map01100	Metabolic pathways	reaction
R09979	(2S)-ethylmalonyl-CoA epimerase	NA	M00373	Ethylmalonyl pathway	map01120	Microbial metabolism in diverse environments	reaction
C20238	(2R)-Ethylmalonyl-CoA	NA	NA	NA	NA	NA	compound
R09978	7-carboxy-7-carbaguanine:ammonia ligase (ADP-forming)	NA	NA	NA	map01100	Metabolic pathways	reaction
C15996	7-Cyano-7-carbaguanine	NA	NA	NA	NA	NA	compound
C20248	7-Carboxy-7-carbaguanine	NA	NA	NA	NA	NA	compound
R09972	geranyl-diphosphate diphosphate-lyase [cyclizing, (-)-camphene-forming]	NA	NA	NA	map01100	Metabolic pathways	reaction
C06305	(-)-Camphene	NA	NA	NA	NA	NA	compound
R09977	2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate isomerase	NA	NA	NA	map01100	Metabolic pathways	reaction
C20247	2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate	NA	NA	NA	NA	NA	compound
R01570	thymidine:phosphate deoxy-alpha-D-ribosyltransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R09936	uracil,FMNH2:oxygen oxidoreductase (uracil hydroxylating, ring-opening)	NA	NA	NA	map01100	Metabolic pathways	reaction
R02411	1-alpha-D-Galactosyl-myo-inositol:sucrose 6-alpha-D-galactosyltransferase	NA	NA	NA	map00052	Galactose metabolism	reaction
R08868	1-carboxyvinyl carboxyphosphonate phosphorylmutase	NA	NA	NA	NA	NA	reaction
R04830	Urocortisone:NADP+ oxidoreductase (B-specific)	NA	NA	NA	map00140	Steroid hormone biosynthesis	reaction
R02134	ATP:thiamine phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R04832	Urocortisol:NAD+ oxidoreductase (B-specific)	NA	NA	NA	map00140	Steroid hormone biosynthesis	reaction
R04835	3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al:NAD+ oxidoreductase (B-specific)	NA	NA	NA	map00140	Steroid hormone biosynthesis	reaction
C05473	11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al	NA	NA	NA	NA	NA	compound
C05474	3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al	NA	NA	NA	NA	NA	compound
R04834	Cortol:NAD+ oxidoreductase	NA	NA	NA	map00140	Steroid hormone biosynthesis	reaction
C05482	Cortol	NA	NA	NA	NA	NA	compound
R04837	Tetrahydrocorticosterone:NAD+ oxidoreductase (B-specific)	NA	NA	NA	map00140	Steroid hormone biosynthesis	reaction
C05475	11beta,21-Dihydroxy-5beta-pregnane-3,20-dione	NA	NA	NA	NA	NA	compound
R04836	3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al:NADP+ oxidoreductase (B-specific)	NA	NA	NA	map00140	Steroid hormone biosynthesis	reaction
R04838	Tetrahydrocorticosterone:NADP+ oxidoreductase (B-specific)	NA	NA	NA	map00140	Steroid hormone biosynthesis	reaction
R02139	barbiturate amidohydrolase (3-oxo-3-ureidopropanoate-forming)	NA	NA	NA	map00240	Pyrimidine metabolism	reaction
C00813	Barbiturate	NA	NA	NA	NA	NA	compound
C15607	3-Oxo-3-ureidopropanoate	NA	NA	NA	NA	NA	compound
R10672	4-hydroxyphenylacetaldehyde-oxime,NADPH:oxygen oxidoreductase (adding cysteine)	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
R10673	2-amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate L-aspartate-4-semialdehyde-lyase (glycerone-phosphate-forming)	NA	NA	NA	map00999	Biosynthesis of secondary metabolites - unclassified	reaction
R10670	phenylacetaldehyde-oxime,NADPH:oxygen oxidoreductase (adding cysteine)	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C17237	S-(Phenylacetothiohydroximoyl)-L-cysteine	NA	NA	NA	NA	NA	compound
R10671	L-tyrosine,[reduced NADPH-hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
R10677	citrate:L-glutamate ligase (ADP-forming)	NA	NA	NA	map01100	Metabolic pathways	reaction
C20775	beta-Citryl-L-glutamate	NA	NA	NA	NA	NA	compound
R10674	(3R)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming)	NA	NA	NA	NA	NA	reaction
R10675	L-carnitinyl-CoA hydro-lyase [(E)-4-(trimethylammonio)but-2-enoyl-CoA-forming]	NA	NA	NA	NA	NA	reaction
R10678	N-acetyl-L-aspartate:L-glutamate ligase (ADP, N-acetyl-L-aspartyl-L-glutamate-forming)	NA	NA	NA	map01100	Metabolic pathways	reaction
R10679	N-acetyl-L-aspartate:L-glutamate ligase (ADP, N-acetyl-L-aspartyl-L-glutamyl-L-glutamate-forming)	NA	NA	NA	NA	NA	reaction
R05300	4-Methylmuconolactone lyase (decyclizing)	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C04559	4-Methylmuconolactone	NA	NA	NA	NA	NA	compound
R05301	penicillin-N,2-oxoglutarate:oxygen oxidoreductase (ring-expanding)	NA	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C	map01100	Metabolic pathways	reaction
C06565	Deacetoxycephalosporin C	NA	NA	NA	NA	NA	compound
R05303	Cephamycin C + S-Adenosyl-L-homocysteine <=> 7a-Hydroxy-O-carbamoyl-deacetylcephalosporin C + S-Adenosyl-L-methionine	NA	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C	map01130	Biosynthesis of antibiotics	reaction
C06566	Cephamycin C	Antibiotics	NA	NA	NA	NA	compound
C06569	7a-Hydroxy-O-carbamoyl-deacetylcephalosporin C	NA	NA	NA	NA	NA	compound
R05305	3-hydroxypimeloyl-CoA:NAD+ oxidoreductase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
R09359	(S)-Cyanohydrin lyase (cyanide forming)	NA	NA	NA	NA	NA	reaction
C18797	(S)-Hydroxynitrile	NA	NA	NA	NA	NA	compound
R05309	1,6-dihydroxy-5-methylcyclohexa-2,4-dienecarboxylate:NAD+ oxidoreductase (decarboxylating)	NA	M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	map01100	Metabolic pathways	reaction
C06720	1,6-Dihydroxy-5-methylcyclohexa-2,4-dienecarboxylate	NA	NA	NA	NA	NA	compound
C12389	Mithramycin	NA	NA	NA	NA	NA	compound
R09354	Mithramycin DK <=> Mithramycin	NA	M00782	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin	map01130	Biosynthesis of antibiotics	reaction
C18711	Mithramycin DK	NA	NA	NA	NA	NA	compound
R09353	premithramycin-B,NADPH:oxygen oxidoreductase	NA	M00782	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin	map01130	Biosynthesis of antibiotics	reaction
R09351	dTDP-D-olivose:premithramycin-A3 D-olivosyltransferase	NA	M00782	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin	map01130	Biosynthesis of antibiotics	reaction
C12387	Premithramycin A3	NA	NA	NA	NA	NA	compound
R09350	7,12-Decaketide intermediate 1 <=> Decaketide tricyclic intermediate	NA	M00778	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	map01130	Biosynthesis of antibiotics	reaction
C18709	Decaketide tricyclic intermediate	NA	NA	NA	NA	NA	compound
R08861	Phosphonoacetaldehyde + NADPH + H+ <=> 2-Hydroxyethylphosphonate + NADP+	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
R06969	melamine aminohydrolase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C08733	Ammeline	NA	NA	NA	NA	NA	compound
C08734	Ammelide	NA	NA	NA	NA	NA	compound
R06968	Melamine + H2O <=> Ammeline + Ammonia	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
